tite,first para,last para,url
Four Startup Engineering Killers,"In 2016, I gave technical advice to a first-time entrepreneur building a seed-funded food delivery marketplace. In my view, every tech choice the company had made was wrong.","> The thing is there are five companies in the world that run jobs that big ... People got ... Google mania in the 2000s: we’ll do everything the way Google does ... The reasoning was ... they’re supposed to be smart, but they had a different problem than most people had. They were optimizing for different things than most people should be optimizing for. ↩",https://www.nemil.com/musings/four-startup-eng-killers.html
